id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	eventDate
6838	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1942-05-25/2022-02-05
7257	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1984-06-05/2022-01-29
181759	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-06-25/2021-09-24
28994	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-06-24/2021-08-09
821937	ISO_3166-2:BE	Belgium	BE	present	native	2017-06-03/2021-11-12
1925	ISO_3166-2:BE	Belgium	BE	present	native	1993-08-01/2021-11-18
24080	ISO_3166-2:BE	Belgium	BE	present	native	2006-02-08/2017-03-13
7705	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-04-08/2022-01-05
6641	ISO_3166-2:BE	Belgium	BE	present	introduced	1985-06-30/2022-02-03
8715	ISO_3166-2:BE	Belgium	BE	present	native	2008-04-29/2021-06-13
14759	ISO_3166-2:BE	Belgium	BE	present	native	2002-10-28/2021-11-10
363	ISO_3166-2:BE	Belgium	BE	present	native	1968-04-06/2022-02-06
18456	ISO_3166-2:BE	Belgium	BE	present	native	2009-02-28/2016-11-05
70039	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2018-06-03/2018-06-03
6711	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2007-08-29/2021-11-08
26070	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-07-18/2018-07-18
263	ISO_3166-2:BE-VLG	Flemish Region	BE	present	vagrant	1967-11-04/2021-12-09
18768	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-04-09/2021-08-22
210587	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2005-05-07/2022-01-18
19908	ISO_3166-2:BE	Belgium	BE	present	native	2008-10-15/2022-02-04
14561	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2013-08-11/2013-08-11
642	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1993-08-05/2021-09-20
849393	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2007-06-07/2021-08-25
9809	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2017-06-23/2017-08-25
194587	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1994-09-15/2021-11-27
8363	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1935-07-24/2021-10-08
672916	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2021-06-21/2021-06-21
8535	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2007-05-19/2021-07-28
15724	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-09-04/2021-10-16
6658	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	1988-05-03/2021-09-26
9446	ISO_3166-2:BE	Belgium	BE	present	native	1936-07-25/2021-08-12
17237	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	1993-08-07/2021-08-14
25452	ISO_3166-2:BE	Belgium	BE	present	native	2010-08-26/2021-09-15
158846	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-06-02/2021-10-25
7952	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2010-04-27/2020-06-27
26814	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-09-01/2021-10-09
673388	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1994-09-24/2018-08-23
1002	ISO_3166-2:BE	Belgium	BE	present	vagrant	2003-04-26/2003-04-27
7431	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2003-04-16/2021-07-28
19331	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2011-05-18/2020-05-16
7887	ISO_3166-2:BE	Belgium	BE	present	native	2008-08-30/2021-08-30
157040	ISO_3166-2:BE	Belgium	BE	present	native	2013-06-27/2020-06-24
18584	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-12-10/2021-05-27
25699	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-06-08/2021-10-11
6816	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1977-06-01/2022-01-16
7795	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-06-04/2018-07-23
1649	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-07-01/2009-07-02
624	ISO_3166-2:BE	Belgium	BE	present	native	1986-06-29/2021-08-11
14396	ISO_3166-2:BE	Belgium	BE	present	native	2003-10-10/2021-10-31
148316	ISO_3166-2:BE	Belgium	BE	present	introduced	2011-10-31/2021-08-24
7022	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1942-05-25/2022-01-30
25627	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-08-16/2021-08-26
584	ISO_3166-2:BE	Belgium	BE	present	native	1993-08-14/2021-11-05
186335	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-05-31/2020-06-29
18971	ISO_3166-2:BE	Belgium	BE	present	native	2008-10-14/2022-02-04
2345	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2013-06-17/2020-05-07
187149	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1985-05-30/2021-09-26
6871	ISO_3166-2:BE	Belgium	BE	present	introduced	2005-07-04/2022-02-03
29109	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-08-05/2021-10-22
2786	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2002-07-06/2021-07-30
16610	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2003-04-24/2021-06-16
24394	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-06-03/2021-07-03
2796	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1984-06-19/2021-06-07
16666	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-09-15/2021-08-21
6817	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2013-06-14/2013-07-06
22477	ISO_3166-2:BE	Belgium	BE	present	native	2008-07-26/2021-10-24
157164	ISO_3166-2:BE	Belgium	BE	present	native	2015-02-02/2021-09-15
7597	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1946-01-01/2022-02-05
673373	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2019-10-03/2021-01-30
13672	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1982-09-24/2021-11-02
19133	ISO_3166-2:BE	Belgium	BE	present	native	2008-08-09/2022-01-03
15384	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1981-10-10/2021-12-13
158942	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-09-30/2022-01-12
552884	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2018-05-06/2021-05-09
8098	ISO_3166-2:BE	Belgium	BE	present	native	1948-06-25/2021-09-22
124582	ISO_3166-2:BE	Belgium	BE	present	introduced	2009-04-11/2021-10-25
357	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1952-11-08/2022-01-20
25374	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-05-19/2021-11-20
85448	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-06-21/2021-09-16
2112	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-06-30/2018-06-30
6367	ISO_3166-2:BE	Belgium	BE	present	introduced	2009-08-19/2021-10-02
606	ISO_3166-2:BE	Belgium	BE	present	native	1994-07-10/2021-09-09
8789	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-04-21/2021-12-27
6369	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2008-10-18/2021-11-24
698	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2007-06-18/2021-08-24
2367	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2011-04-27/2021-11-08
6362	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1995-05-27/2020-08-14
7318	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1980-05-24/2022-02-03
6502	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	1993-07-19/2022-02-03
673720	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-10-28/2020-11-18
24395	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2020-05-17/2020-09-20
7999	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-04-23/2020-05-09
8946	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2011-10-15/2011-10-15
25808	ISO_3166-2:BE	Belgium	BE	present	native	2009-08-30/2021-10-18
8770	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2007-07-14/2021-08-12
8461	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1923-07-26/2021-09-10
1682	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2008-06-14/2021-07-05
79350	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2006-05-12/2021-09-17
9447	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1912-09-15/2021-11-19
2443	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1980-05-24/2022-01-28
85555	ISO_3166-2:BE	Belgium	BE	present	native	2012-04-24/2021-11-21
21091	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-03-29/2021-11-11
16679	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-08-08/2021-10-26
158700	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-08-22/2015-08-22
25063	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-07-12/2020-04-05
6347	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2006-05-29/2022-01-16
44	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1952-06-08/2021-11-10
8963	ISO_3166-2:BE	Belgium	BE	present	native	2002-09-29/2022-02-06
6578	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1974-06-09/2021-11-14
8870	ISO_3166-2:BE	Belgium	BE	present	native	2011-05-21/2021-11-09
15299	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1982-08-08/2020-11-01
17779	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-03-22/2022-01-25
17378	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-01-15/2021-10-02
202	ISO_3166-2:BE	Belgium	BE	present	native	1900-01-28/2022-01-30
20591	ISO_3166-2:BE	Belgium	BE	present	native	2007-05-06/2022-01-20
719155	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1978-07-26/2021-10-05
17548	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-07-15/2022-01-27
13811	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2005-05-24/2021-12-23
7638	ISO_3166-2:BE	Belgium	BE	present	native	1974-12-31/2022-01-27
18491	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-03-13/2021-04-27
50	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1965-10-24/2022-01-30
6341	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1980-05-24/2021-12-31
210888	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2012-05-23/2021-07-11
22184	ISO_3166-2:BE	Belgium	BE	present	native	2011-12-26/2020-06-11
8185	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2005-06-25/2021-06-19
9761	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-10-08/2021-11-13
625096	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-10-05/2021-10-09
91	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1969-12-13/2022-02-01
7965	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2004-07-04/2021-04-18
9557	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1999-09-09/2021-09-21
16488	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2005-11-11/2021-12-05
158624	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-07-22/2021-09-19
431783	ISO_3166-2:BE	Belgium	BE	present	introduced	2007-09-01/2019-10-08
24887	ISO_3166-2:BE	Belgium	BE	present	native	2011-04-13/2022-02-05
26990	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2008-04-20/2020-07-05
193	ISO_3166-2:BE	Belgium	BE	present	native	1956-01-08/2022-02-06
14979	ISO_3166-2:BE	Belgium	BE	present	native	1981-08-04/2021-11-10
70031	ISO_3166-2:BE	Belgium	BE	present	native	2013-05-05/2021-05-29
9726	ISO_3166-2:BE	Belgium	BE	present	native	2009-06-29/2020-06-23
7775	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-07-07/2021-10-25
85263	ISO_3166-2:BE	Belgium	BE	present	native	2015-09-21/2021-10-16
718	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-08-13/2013-08-13
20909	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-07-31/2017-09-06
240735	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-06-15/2021-09-22
1834	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1939-03-16/2021-07-18
8735	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-10-29/2021-11-11
158654	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-08-05/2021-07-03
25594	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-09-06/2016-10-17
13656	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-10-17/2020-12-19
25155	ISO_3166-2:BE	Belgium	BE	present	native	2010-06-16/2021-08-13
210339	ISO_3166-2:BE	Belgium	BE	present	native	2010-04-30/2021-06-26
8828	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2005-05-26/2021-08-15
7371	ISO_3166-2:BE	Belgium	BE	present	native	1974-12-31/2022-01-29
85336	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-06-22/2021-06-02
599274	ISO_3166-2:BE	Belgium	BE	present	native	2011-05-08/2021-07-17
26760	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-09-28/2021-10-03
1618	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	1983-02-08/2020-11-11
80475	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-06-17/2018-06-02
85493	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-07-10/2021-05-30
26344	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-06-30/2021-08-25
7500	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1976-04-05/2021-09-21
80745	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-07-21/2021-08-24
20089	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2005-05-27/2021-12-18
10107	ISO_3166-2:BE	Belgium	BE	present	native	2004-06-26/2021-09-12
16704	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2003-05-07/2021-09-25
189275	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2004-04-10/2021-09-23
20777	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2012-06-25/2021-06-25
9350	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-07-03/2021-08-08
20635	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-09-12/2019-07-24
156722	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-08-25/2021-06-17
25090	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-06-03/2021-07-18
9389	ISO_3166-2:BE	Belgium	BE	present	native	2004-07-18/2021-09-15
8082	ISO_3166-2:BE	Belgium	BE	present	native	2007-06-30/2021-10-18
8642	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2013-03-09/2021-06-27
9441	ISO_3166-2:BE	Belgium	BE	present	native	2006-07-06/2021-09-08
1268	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1990-12-03/2018-11-21
634	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2008-08-25/2021-08-31
123	ISO_3166-2:BE	Belgium	BE	present	native	1956-05-14/2021-11-22
7755	ISO_3166-2:BE	Belgium	BE	present	native	1976-06-12/2021-12-23
7781	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-04-02/2020-05-03
20252	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2007-07-07/2021-08-15
156792	ISO_3166-2:BE	Belgium	BE	present	native	2014-06-25/2021-06-24
2589	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1981-07-20/2020-06-13
8294	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-07-21/2021-09-02
2725	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1983-10-19/2022-01-22
2733	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1994-06-04/2021-10-28
1510	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1913-10-15/2022-01-29
643332	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2016-03-13/2019-04-06
85449	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-03-19/2014-03-19
7743	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2005-04-16/2021-06-07
2414	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2020-07-03/2020-07-03
24519	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-02-03/2022-02-03
9471	ISO_3166-2:BE	Belgium	BE	present	native	2003-06-28/2021-08-16
7158	ISO_3166-2:BE	Belgium	BE	present	native	1985-06-30/2021-10-09
8782	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1980-06-10/2019-06-24
20868	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-11-08/2021-05-09
18486	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2021-05-10/2021-05-10
7670	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2015-09-16/2015-09-16
23697	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2016-04-07/2017-04-09
909707	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-06-08/2014-06-08
9468	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1979-08-29/2021-09-27
20602	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2009-04-12/2021-09-20
183346	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-07-14/2021-07-17
159254	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-06-14/2021-07-03
9673	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1973-07-01/2021-08-05
673245	ISO_3166-2:BE	Belgium	BE	present	native	2017-07-25/2017-07-25
156710	ISO_3166-2:BE	Belgium	BE	present	introduced	2011-04-22/2016-08-30
8547	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-06-17/2021-05-18
189179	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-06-05/2019-07-27
8958	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-03-23/2021-07-20
20714	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-07-10/2021-04-15
16637	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2007-05-19/2021-10-12
26724	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2010-04-10/2022-01-23
81167	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2008-05-28/2020-04-25
183	ISO_3166-2:BE	Belgium	BE	present	native	1900-01-14/2022-02-05
16737	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-06-13/2021-05-27
18488	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2011-05-30/2021-03-19
9933	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2013-08-22/2021-06-09
20713	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-09-13/2021-11-21
1928	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2003-08-13/2021-10-10
676	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2000-07-12/2021-07-10
24839	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2014-05-22/2021-06-11
6885	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-05-01/2022-01-30
20835	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2007-11-25/2021-11-07
197583	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2017-11-23/2022-01-19
19391	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2011-05-30/2021-06-07
7966	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2003-06-14/2017-05-14
8754	ISO_3166-2:BE	Belgium	BE	present	native	1986-07-30/2021-12-26
9539	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2005-08-04/2021-09-15
7582	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	1985-06-30/2021-10-16
24411	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-06-02/2021-06-06
19317	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2010-05-29/2014-04-27
18707	ISO_3166-2:BE	Belgium	BE	present	native	1999-03-28/2022-01-13
210651	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2020-08-01/2020-08-01
264289	ISO_3166-2:BE	Belgium	BE	present	native	2014-06-11/2021-07-18
20341	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2008-07-11/2021-08-07
2004	ISO_3166-2:BE	Belgium	BE	present	native	1935-07-24/2021-10-03
20015	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2012-11-28/2012-11-28
2398	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1995-04-01/2021-08-22
21515	ISO_3166-2:BE	Belgium	BE	present	native	2010-05-19/2014-05-04
9420	ISO_3166-2:BE	Belgium	BE	present	native	2004-06-20/2021-09-20
18	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1957-06-15/2021-06-01
7203	ISO_3166-2:BE	Belgium	BE	present	native	1985-08-30/2022-02-05
20953	ISO_3166-2:BE	Belgium	BE	present	native	1974-08-31/2022-01-28
7330	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2010-08-08/2020-06-07
83277	ISO_3166-2:BE	Belgium	BE	present	native	2011-04-24/2021-06-25
8213	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-05-26/2021-06-19
2539	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1993-09-02/2021-09-13
7659	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1994-03-10/2022-02-05
133440	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2014-05-17/2019-06-10
27250	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-07-31/2020-08-10
159338	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2021-07-19/2021-07-19
195	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1900-01-14/2022-02-06
8963	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2002-10-03/2021-11-11
9335	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2009-06-23/2021-08-10
19369	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-04-26/2021-05-20
25644	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2000-07-31/2020-10-02
7942	ISO_3166-2:BE	Belgium	BE	present	native	2010-03-17/2020-05-06
19386	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-06-11/2021-08-05
6738	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1984-05-10/2021-10-01
26461	ISO_3166-2:BE	Belgium	BE	present	native	2010-09-07/2020-12-22
238170	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-09-21/2021-07-12
9590	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-06-19/2021-07-11
673576	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2008-09-25/2021-11-14
15514	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1981-08-07/2021-08-21
26151	ISO_3166-2:BE	Belgium	BE	present	native	1929-08-28/2021-09-13
6994	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	1985-06-30/2022-01-01
346	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2000-10-17/2020-04-22
80714	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-06-23/2021-05-30
14851	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-09-11/2021-11-14
14902	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1993-11-07/2021-12-01
22594	ISO_3166-2:BE	Belgium	BE	present	native	2010-08-14/2021-05-01
6676	ISO_3166-2:BE	Belgium	BE	present	native	1993-08-17/2021-10-17
156740	ISO_3166-2:BE	Belgium	BE	present	native	2011-07-10/2021-09-02
155287	ISO_3166-2:BE	Belgium	BE	present	native	2016-06-05/2021-06-10
1701	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-08-04/2021-10-10
20297	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-07-25/2022-02-02
21077	ISO_3166-2:BE	Belgium	BE	present	native	2010-02-27/2021-04-24
1946	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2001-08-12/2021-09-30
7000	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2010-07-06/2016-03-27
24971	ISO_3166-2:BE	Belgium	BE	present	native	2007-08-03/2021-05-11
25581	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2003-08-15/2021-09-09
2418	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1983-10-19/2022-01-29
673317	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	1982-09-04/2021-08-25
25909	ISO_3166-2:BE	Belgium	BE	present	native	2005-06-25/2021-10-31
1660	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2004-06-01/2021-08-03
2411	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-06-20/2022-02-05
6436	ISO_3166-2:BE	Belgium	BE	present	native	1942-05-25/2021-11-01
7762	ISO_3166-2:BE	Belgium	BE	present	native	2001-08-24/2022-02-02
7708	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2010-03-03/2022-01-01
6776	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1984-06-18/2022-01-16
653	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1981-08-05/2021-09-19
7554	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2009-09-26/2021-05-12
8072	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-05-29/2021-07-31
25079	ISO_3166-2:BE	Belgium	BE	present	native	2015-05-15/2021-07-04
6854	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2009-04-19/2021-09-20
22151	ISO_3166-2:BE	Belgium	BE	present	native	1985-08-13/2022-01-28
8868	ISO_3166-2:BE	Belgium	BE	present	native	2008-06-22/2021-10-07
377	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	1998-01-17/2022-01-06
6493	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1983-06-05/2021-11-06
673140	ISO_3166-2:BE	Belgium	BE	present	native	1991-10-05/2021-12-12
6976	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2010-05-29/2021-05-25
20659	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-04-18/2022-01-30
