id	locationID	locality	countryCode	occurrenceStatus	establishmentMeans	eventDate
210007	ISO_3166-2:BE	Belgium	BE	present	native	2014-04-08/2018-10-15
26112	ISO_3166-2:BE	Belgium	BE	present	native	2014-07-26/2020-07-22
81277	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-08-05/2021-09-02
106837	ISO_3166-2:BE	Belgium	BE	present	introduced	2015-07-27/2021-08-07
188439	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-09-24/2017-01-29
156806	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2016-03-22/2021-12-22
24724	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-10-06/2014-10-06
21141	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-12-28/2019-04-15
603076	ISO_3166-2:BE	Belgium	BE	present	native	2007-06-12/2021-08-14
15377	ISO_3166-2:BE	Belgium	BE	present	native	2006-11-26/2020-11-20
15067	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-08-21/2019-08-22
25903	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-08-10/2021-08-02
1003203	ISO_3166-2:BE	Belgium	BE	present	native	2020-10-22/2021-10-22
17805	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-01-30/2021-04-06
187894	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-09-03/2012-09-03
139544	ISO_3166-2:BE	Belgium	BE	present	native	2017-07-14/2017-11-03
912633	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-01-30/2020-10-29
16051	ISO_3166-2:BE	Belgium	BE	present	native	2016-02-21/2016-02-21
17369	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2016-04-10/2021-09-26
17692	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2011-10-02/2012-12-28
7260	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2019-09-12/2019-09-12
717738	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-02-23/2018-02-23
28369	ISO_3166-2:BE	Belgium	BE	present	native	2014-06-24/2014-06-24
25078	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2018-05-09/2020-05-30
551720	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-05-10/2021-06-14
80378	ISO_3166-2:BE	Belgium	BE	present	native	2020-05-19/2021-08-25
25152	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2014-06-26/2021-08-13
19849	ISO_3166-2:BE	Belgium	BE	present	native	2013-12-26/2022-01-10
311038	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2007-07-29/2007-07-29
81951	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-09-19/2021-10-29
23919	ISO_3166-2:BE	Belgium	BE	present	native	2011-05-15/2011-05-15
26146	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	1993-07-04/1993-07-04
191810	ISO_3166-2:BE	Belgium	BE	present	native	2014-10-19/2021-04-30
113729	ISO_3166-2:BE	Belgium	BE	present	native	2015-09-19/2021-09-15
209491	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2008-10-06/2021-04-17
28843	ISO_3166-2:BE	Belgium	BE	present	native	2021-12-24/2021-12-24
25645	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2013-04-25/2013-04-25
24391	ISO_3166-2:BE	Belgium	BE	present	native	1969-05-10/2018-08-05
84687	ISO_3166-2:BE	Belgium	BE	present	native	2012-05-31/2020-05-26
621712	ISO_3166-2:BE	Belgium	BE	present	native	2020-05-07/2021-10-20
24452	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2015-07-26/2015-07-26
157342	ISO_3166-2:BE	Belgium	BE	present	native	2015-07-18/2021-08-05
22071	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-05-31/2014-06-01
22882	ISO_3166-2:BE	Belgium	BE	present	native	2017-04-21/2017-06-28
28325	ISO_3166-2:BE	Belgium	BE	present	native	2004-10-10/2004-10-10
802428	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-05-25/2019-05-01
189274	ISO_3166-2:BE	Belgium	BE	present	native	2009-06-20/2018-05-27
18461	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-01-05/2018-01-20
158977	ISO_3166-2:BE	Belgium	BE	present	native	2020-04-25/2020-09-22
22625	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-04-16/2021-05-13
182363	ISO_3166-2:BE	Belgium	BE	present	native	2017-11-03/2021-11-24
159335	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-10-13/2021-07-19
6971	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2019-04-29/2019-05-18
625278	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2017-08-27/2017-08-27
28403	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-01-04/2019-12-26
24000	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2005-07-16/2012-09-15
25309	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-08-28/2015-08-28
187058	ISO_3166-2:BE	Belgium	BE	present	native	2013-01-17/2021-10-17
214	ISO_3166-2:BE-WAL	Walloon Region	BE	present	vagrant	2011-04-18/2020-05-05
145980	ISO_3166-2:BE	Belgium	BE	present	introduced	2021-06-18/2021-06-18
14961	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2003-02-09/2020-11-10
19033	ISO_3166-2:BE	Belgium	BE	present	native	2014-06-03/2021-06-06
608049	ISO_3166-2:BE	Belgium	BE	present	native	2018-08-10/2018-08-10
137004	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2007-06-10/2019-07-04
210419	ISO_3166-2:BE	Belgium	BE	present	native	2020-06-18/2021-07-02
187984	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-08-01/2016-12-22
28247	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-05-15/2017-03-23
27374	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-05-17/2018-05-17
80379	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-08-05/2021-08-05
27592	ISO_3166-2:BE	Belgium	BE	present	native	2013-09-20/2015-06-07
16984	ISO_3166-2:BE	Belgium	BE	present	native	2004-10-23/2004-10-23
189839	ISO_3166-2:BE	Belgium	BE	present	native	2017-06-03/2017-06-03
186691	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2007-10-13/2016-12-16
16613	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2016-07-03/2016-07-03
673077	ISO_3166-2:BE	Belgium	BE	present	native	2004-10-02/2013-12-18
13376	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2003-10-10/2019-10-17
28702	ISO_3166-2:BE	Belgium	BE	present	native	2014-01-21/2019-02-03
22155	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2021-10-01/2021-10-01
1025749	ISO_3166-2:BE	Belgium	BE	present	native	2021-07-25/2021-07-25
289456	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2019-10-10/2019-10-10
27406	ISO_3166-2:BE	Belgium	BE	present	native	2004-05-30/2014-08-25
180437	ISO_3166-2:BE	Belgium	BE	present	native	2016-08-20/2016-08-20
17361	ISO_3166-2:BE	Belgium	BE	present	native	2014-12-21/2014-12-21
153510	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2018-01-14/2018-01-14
13856	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-06-01/2016-11-05
752227	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-08-16/2014-10-17
673613	ISO_3166-2:BE	Belgium	BE	present	native	1994-03-27/1994-03-27
28058	ISO_3166-2:BE	Belgium	BE	present	native	2004-06-05/2004-06-05
552530	ISO_3166-2:BE	Belgium	BE	present	native	2016-07-09/2021-06-19
86208	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-12-29/2013-07-01
14051	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2012-10-02/2017-09-30
20563	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-06-16/2016-09-25
117053	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2015-05-10/2015-05-31
86198	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2012-09-15/2012-09-15
552764	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-05-05/2020-05-05
789324	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-05-06/2020-09-07
911082	ISO_3166-2:BE	Belgium	BE	present	native	2018-10-19/2018-10-19
71466	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2013-05-29/2021-03-12
719040	ISO_3166-2:BE	Belgium	BE	present	native	2019-04-23/2019-04-23
15015	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2000-11-04/2020-10-08
28485	ISO_3166-2:BE	Belgium	BE	present	native	2012-06-06/2012-06-06
23771	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-05-22/2021-04-12
14756	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-04-28/2021-11-01
837669	ISO_3166-2:BE	Belgium	BE	present	native	2016-07-24/2021-08-27
673133	ISO_3166-2:BE	Belgium	BE	present	native	1999-09-26/2012-10-31
187932	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-04-08/2017-04-08
197311	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-10-31/2015-09-03
182802	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2009-05-16/2021-07-03
7197	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2010-06-09/2021-11-16
6619	ISO_3166-2:BE-WAL	Walloon Region	BE	present	introduced	2019-07-13/2021-07-31
1021490	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1944-08-01/1944-08-01
610353	ISO_3166-2:BE	Belgium	BE	present	native	2020-06-25/2020-06-25
17255	ISO_3166-2:BE	Belgium	BE	present	native	2009-02-20/2020-11-06
17106	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	1991-08-25/2021-11-01
18223	ISO_3166-2:BE	Belgium	BE	present	native	2020-05-01/2020-07-11
21101	ISO_3166-2:BE	Belgium	BE	present	native	2009-04-04/2021-10-23
24035	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2014-05-14/2014-05-14
719277	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2019-06-02/2019-06-02
159256	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2019-06-29/2021-06-27
911544	ISO_3166-2:BE	Belgium	BE	present	native	2018-10-31/2018-10-31
27888	ISO_3166-2:BE	Belgium	BE	present	native	2015-06-27/2015-06-27
17902	ISO_3166-2:BE	Belgium	BE	present	native	2019-08-24/2021-06-12
84871	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-04-19/2020-04-19
14834	ISO_3166-2:BE	Belgium	BE	present	native	2004-09-01/2014-09-26
20385	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2010-02-21/2022-01-10
14331	ISO_3166-2:BE	Belgium	BE	present	native	2011-09-10/2021-02-27
156647	ISO_3166-2:BE	Belgium	BE	present	native	2014-05-24/2021-09-10
9475	ISO_3166-2:BE	Belgium	BE	present	native	2011-05-01/2021-09-27
673170	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2015-12-28/2015-12-28
17392	ISO_3166-2:BE	Belgium	BE	present	native	2013-02-02/2016-02-05
21476	ISO_3166-2:BE	Belgium	BE	present	native	2017-04-24/2019-02-25
21369	ISO_3166-2:BE	Belgium	BE	present	native	2018-05-25/2019-03-09
81196	ISO_3166-2:BE	Belgium	BE	present	native	2010-11-10/2016-05-28
105074	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2015-09-20/2021-07-07
13845	ISO_3166-2:BE	Belgium	BE	present	native	2010-10-24/2010-10-24
552225	ISO_3166-2:BE	Belgium	BE	present	native	2020-06-28/2021-05-20
16498	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2004-05-11/2022-01-03
550895	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2021-06-14/2021-09-21
17785	ISO_3166-2:BE	Belgium	BE	present	native	2012-05-17/2012-05-17
722413	ISO_3166-2:BE	Belgium	BE	present	introduced	2015-08-17/2017-12-24
157195	ISO_3166-2:BE	Belgium	BE	present	native	2016-09-06/2021-09-06
16276	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2003-10-10/2004-10-10
549729	ISO_3166-2:BE	Belgium	BE	present	native	2019-09-16/2019-09-16
27002	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2010-06-05/2010-06-05
8533	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2021-08-28/2021-08-28
672848	ISO_3166-2:BE	Belgium	BE	present	native	2019-11-02/2019-11-02
185616	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2019-06-15/2019-06-15
23775	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2013-11-16/2014-04-26
26550	ISO_3166-2:BE	Belgium	BE	present	introduced	2006-07-05/2006-07-05
187443	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2020-11-24/2020-11-24
25074	ISO_3166-2:BE	Belgium	BE	present	native	2016-06-30/2021-08-19
16078	ISO_3166-2:BE	Belgium	BE	present	native	2020-01-19/2021-12-09
83194	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2014-07-27/2021-09-10
25920	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-08-22/2019-08-22
19170	ISO_3166-2:BE	Belgium	BE	present	native	2012-11-29/2022-01-23
137450	ISO_3166-2:BE	Belgium	BE	present	introduced	2009-09-21/2009-09-21
18461	ISO_3166-2:BE	Belgium	BE	present	native	2018-01-05/2018-01-20
83884	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-10-17/2020-10-17
21379	ISO_3166-2:BE	Belgium	BE	present	native	2019-04-21/2020-01-18
20607	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2006-02-08/2019-06-17
17576	ISO_3166-2:BE	Belgium	BE	present	native	2021-05-15/2021-05-27
799899	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2020-02-11/2020-02-11
23939	ISO_3166-2:BE	Belgium	BE	present	native	2010-03-20/2014-11-24
17459	ISO_3166-2:BE	Belgium	BE	present	native	2020-02-28/2021-03-14
551114	ISO_3166-2:BE	Belgium	BE	present	native	2020-07-06/2021-08-24
158868	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2011-07-04/2014-06-07
598936	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-01-09/2020-01-01
18991	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2019-08-10/2020-09-07
9916	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2013-06-12/2013-06-19
13913	ISO_3166-2:BE	Belgium	BE	present	native	2014-07-06/2014-07-06
8718	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	introduced	2001-02-27/2018-05-26
180366	ISO_3166-2:BE	Belgium	BE	present	introduced	2021-09-16/2021-10-08
2173	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2009-07-10/2017-10-08
17608	ISO_3166-2:BE	Belgium	BE	present	native	2015-12-08/2021-08-08
28067	ISO_3166-2:BE	Belgium	BE	present	native	2015-02-28/2021-03-05
264583	ISO_3166-2:BE	Belgium	BE	present	native	2013-10-08/2018-11-09
212653	ISO_3166-2:BE	Belgium	BE	present	introduced	2011-07-02/2020-12-27
914196	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-06-30/2019-06-30
673767	ISO_3166-2:BE	Belgium	BE	present	native	2020-08-29/2020-09-01
8730	ISO_3166-2:BE-BRU	Brussels-Capital Region	BE	present	native	2009-06-06/2014-07-01
186111	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2011-03-19/2019-04-06
924866	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2019-07-02/2020-08-13
107018	ISO_3166-2:BE-WAL	Walloon Region	BE	present	native	2013-08-02/2021-07-19
238986	ISO_3166-2:BE	Belgium	BE	present	native	2019-04-07/2019-04-30
73330	ISO_3166-2:BE	Belgium	BE	present	introduced	2016-10-09/2018-03-24
240174	ISO_3166-2:BE	Belgium	BE	present	native	2018-06-24/2020-07-18
320360	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2018-10-25/2019-07-18
14586	ISO_3166-2:BE	Belgium	BE	present	native	2011-09-11/2017-08-18
13960	ISO_3166-2:BE	Belgium	BE	present	native	2015-12-28/2019-12-04
158874	ISO_3166-2:BE	Belgium	BE	present	native	2018-07-07/2018-08-17
20193	ISO_3166-2:BE	Belgium	BE	present	introduced	2004-06-12/2021-04-30
802199	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2017-03-08/2018-12-02
13730	ISO_3166-2:BE-VLG	Flemish Region	BE	present	native	2014-04-12/2017-10-17
153282	ISO_3166-2:BE	Belgium	BE	present	native	2014-03-21/2014-04-02
136732	ISO_3166-2:BE-VLG	Flemish Region	BE	present	introduced	2020-05-06/2020-05-06
