"","key","scientificName","kingdom","phylum","class","order","family","genus","Source","Thematic_group","ID"
"958",2929710,"Solanum chenopodioides Lam.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Adriaens et al. (2022)","Plants","HS7818"
"959",2931104,"Solanum pseudocapsicum L.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Bayón & Vilá (2019); Carboneras et al. (2018)","Plants","HS7829"
"960",2930805,"Solanum sarrachoides Sendtn.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Adriaens et al. (2022)","Plants","HS7830"
"961",2932184,"Solanum sisymbriifolium Lam.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","EPPO (2024b); EPPO (2024c)","Plants","HS7832"
"962",2931237,"Solanum triflorum Nutt.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Adriaens et al. (2022)","Plants","HS7835"
"963",2930262,"Solanum tuberosum L.","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Carboneras et al. (2018)","Plants","HS7836"
"964",2984366,"Soleirolia soleirolii (Req.) Dandy","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Soleirolia","Jones et al. (2024)","Plants","HS7841"
"965",5389058,"Solidago altissima L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Solidago","Adriaens et al. (2022); BE IAS Sec. (2024)","Plants","HS7861"
"966",3105813,"Sonchus arvensis L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS7873"
"967",3012089,"Sorbaria sorbifolia (L.) A.Braun","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbaria","BE IAS Sec. (2024); Carboneras et al. (2018); Roy et al. (2023)","Plants","HS7876"
"968",3012117,"Sorbaria tomentosa (Lindl.) Rehder","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbaria","BE IAS Sec. (2024); Carboneras et al. (2018)","Plants","HS7877"
"969",2705181,"Sorghum bicolor (L.) Moench","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sorghum","Carboneras et al. (2018); Leuven et al. (2016)","Plants","HS7885"
"970",2705185,"Sorghum halepense (L.) Pers.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sorghum","Lucy et al. (2020); Steen et al. (2024)","Plants","HS7887"
"971",3085633,"Spergularia rubra (L.) J.Presl & C.Presl","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Spergularia","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS7908"
"972",5124233,"Sphinx pinastri Linnaeus, 1758","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphinx","Cano-Barbacil et al. (2023)","TER Inverts","HS7927"
"973",3026585,"Spiraea alba Du Roi","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Carboneras et al. (2018); Matthews et al. (2017); Mayer et al. (2017); Monaco et al. (2020); Steen et al. (2024); Verbrugge et al. (2015)","Plants","HS7932"
"974",3026906,"Spiraea cantoniensis Lour.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Weber et al. (2018)","Plants","HS7937"
"975",3027159,"Spiraea douglasii Hook.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Adriaens et al. (2022); BE IAS Sec. (2024); Carboneras et al. (2018); Monaco et al. (2020); Steen et al. (2024)","Plants","HS7939"
"976",3027341,"Spiraea nipponica Maxim.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Mayer et al. (2017)","Plants","HS7942"
"977",3026454,"Spiraea salicifolia L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","Steen et al. (2024)","Plants","HS7944"
"978",3026402,"Spiraea thunbergii Siebold ex Blume","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS7946"
"979",3026819,"Spiraea tomentosa L.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Spiraea","BE IAS Sec. (2024); Carboneras et al. (2018); Steen et al. (2024)","Plants","HS7947"
"980",2805420,"Spiranthes cernua (L.) Rich.","Plantae","Tracheophyta","Liliopsida","Asparagales","Orchidaceae","Spiranthes","van Riel et al. (2023)","Plants","HS7955"
"981",1886251,"Spoladea recurvalis (Fabricius, 1775)","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Spoladea","Clarke & McGeoch (2023)","TER Inverts","HS7969"
"982",2704757,"Sporobolus indicus (L.) R.Br.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sporobolus","Carboneras et al. (2018)","Plants","HS7978"
"983",7306931,"Stachys alpina L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","CABI (2024)","Plants","HS7987"
"984",2927230,"Stachys byzantina K.Koch","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Adriaens et al. (2022); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS7988"
"985",2157278,"Steatoda paykulliana (Walckenaer, 1806)","Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","Steatoda","CABI (2024)","Inverts","HS7995"
"986",1247584,"Stenopelmus rufinasus Gyllenhal, 1835","Animalia","Arthropoda","Insecta","Coleoptera","Brachyceridae","Stenopelmus","Clarke & McGeoch (2023)","TER Inverts","HS8000"
"987",2020686,"Stephanitis takeyai Drake & Maa, 1955","Animalia","Arthropoda","Insecta","Hemiptera","Tingidae","Stephanitis","EPPO (2024b)","Inverts","HS8008"
"988",5154481,"Stictocephala bisonia Kopp & Yonke, 1977","Animalia","Arthropoda","Insecta","Hemiptera","Membracidae","Stictocephala","Carboneras et al. (2018); Clarke & McGeoch (2023)","TER Inverts","HS8021"
"989",7457167,"Stigmella suberivora (Stainton, 1869) Beirne, 1945","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","CABI (2024)","Inverts","HS8028"
"990",2495688,"Streptopelia roseogrisea (Sundevall, 1857)","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Carboneras et al. (2018); Roy et al. (2019a)","Verts","HS8044"
"991",2331942,"Styela clava Herdman, 1881","Animalia","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Styela","Carboneras et al. (2018); Clarke et al. (2019); Goldsmit et al. (2021); Karachle et al. (2017); Monaco et al. (2020); Tsiamis et al. (2019)","Marine","HS8083"
"992",2963569,"Styphnolobium japonicum (L.) Schott","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Styphnolobium","Mayer et al. (2017)","Plants","HS8090"
"993",2434126,"Suricata suricatta (Schreber, 1776)","Animalia","Chordata","Mammalia","Carnivora","Herpestidae","Suricata","Bertolino et al. (2020)","Verts","HS8095"
"994",8012439,"Symphoricarpos albus (L.) K.Koch","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Symphoricarpos","Adriaens et al. (2022); BE IAS Sec. (2024); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS8111"
"995",2888636,"Symphoricarpos orbiculatus Moench","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Symphoricarpos","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024)","Plants","HS8114"
"996",9202318,"Symphyotrichum lanceolatum (Willd.) G.L.Nesom","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","D'hondt & Adriaens (2022)","Unknown","HS8122"
"997",7832723,"Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","Weber et al. (2018)","Plants","HS8123"
"998",3151618,"Symphyotrichum novae-angliae (L.) G.L.Nesom","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","D'hondt & Adriaens (2022); Mayer et al. (2017)","Plants","HS8124"
"999",3151558,"Symphyotrichum novi-belgii (L.) G.L.Nesom","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","Adriaens et al. (2022); BE IAS Sec. (2024); D'hondt & Adriaens (2022); Mayer et al. (2017); Steen et al. (2024)","Plants","HS8125"
"1000",3094253,"Symphyotrichum subulatum (Michx.) G.L.Nesom","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Symphyotrichum","Steen et al. (2024)","Plants","HS8127"
"1001",7989836,"Symphytum caucasicum M.Bieb.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Symphytum","BE IAS Sec. (2024)","Plants","HS8130"
"1002",7558421,"Symphytum officinale L.","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Symphytum","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS8132"
"1003",2204831,"Synidotea laticauda Benedict, 1897","Animalia","Arthropoda","Malacostraca","Isopoda","Idoteidae","Synidotea","Tsiamis et al. (2019)","Marine","HS8144"
"1004",2473477,"Syrmaticus reevesii (J.E.Gray, 1829)","Animalia","Chordata","Aves","Galliformes","Phasianidae","Syrmaticus","Carboneras et al. (2018); D'hondt & Adriaens (2022)","Verts","HS8161"
"1005",2498010,"Tadorna cana (J.F.Gmelin, 1789)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Monaco et al. (2020)","Verts","HS8177"
"1006",2498007,"Tadorna tadornoides (Jardine & Selby, 1828)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Monaco et al. (2020)","Verts","HS8179"
"1007",2498011,"Tadorna variegata (J.F.Gmelin, 1789)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Monaco et al. (2020)","Verts","HS8180"
"1008",2493633,"Taeniopygia guttata (Vieillot, 1817)","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia","Carboneras et al. (2018)","Verts","HS8182"
"1009",3088488,"Tagetes erecta L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tagetes","Adriaens et al. (2022); Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS8184"
"1010",3088481,"Tagetes minuta L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tagetes","Bayón & Vilá (2019); Leuven et al. (2016)","Plants","HS8185"
"1011",3118254,"Tanacetum balsamita L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tanacetum","Mayer et al. (2017)","Plants","HS8208"
"1012",2684191,"Taxodium distichum (L.) Rich.","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Taxodium","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8234"
"1013",5389173,"Telekia speciosa (Schreb.) Baumg.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Telekia","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8256"
"1014",1450317,"Telmatogeton japonicus Tokunaga, 1933","Animalia","Arthropoda","Insecta","Diptera","Chironomidae","Telmatogeton","Carboneras et al. (2018)","Inverts","HS8258"
"1015",2288847,"Teredo navalis Linnaeus, 1758","Animalia","Mollusca","Bivalvia","Myida","Teredinidae","Teredo","Carboneras et al. (2018)","Inverts","HS8272"
"1016",5384307,"Tetragonia tetragonioides (Pallas) Kuntze","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Aizoaceae","Tetragonia","Adriaens et al. (2022); Carboneras et al. (2018)","Plants","HS8282"
"1017",1323356,"Tetramorium impurum (Foerster, 1850)","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Tetramorium","Wong et al. (2023)","TER Inverts","HS8293"
"1018",1421105,"Thermobia domestica (Packard, 1837)","Animalia","Arthropoda","Insecta","Zygentoma","Lepismatidae","Thermobia","Clarke & McGeoch (2023)","TER Inverts","HS8339"
"1019",2480766,"Threskiornis spinicollis (Jameson, 1835)","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Threskiornis","Monaco et al. (2020)","Verts","HS8350"
"1020",2684178,"Thuja occidentalis L.","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Thuja","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8357"
"1021",2684171,"Thuja plicata Donn ex D.Don","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","Thuja","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8358"
"1022",5415463,"Thunbergia alata Bojer ex Sims","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Acanthaceae","Thunbergia","Adriaens et al. (2022); Bayón & Vilá (2019); Cano-Barbacil et al. (2023); Mayer et al. (2017)","Plants","HS8360"
"1023",5341443,"Thymus pulegioides L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Thymus","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS8373"
"1024",5371610,"Tiarella cordifolia L.","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Tiarella","Mayer et al. (2017)","Plants","HS8376"
"1025",1505543,"Tipula paludosa Meigen, 1830","Animalia","Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Clarke & McGeoch (2023)","TER Inverts","HS8397"
"1026",5396551,"Tithonia rotundifolia (Mill.) S.F.Blake","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tithonia","Mayer et al. (2017)","Plants","HS8398"
"1027",5371605,"Tolmiea menziesii (Pursh) Torr. & A.Gray","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Tolmiea","Adriaens et al. (2022); Weber et al. (2018)","Plants","HS8399"
"1028",3034820,"Torilis japonica (Houtt.) DC.","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Torilis","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS8408"
"1029",3169713,"Trachelospermum jasminoides (Lindl.) Lem.","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Trachelospermum","Bayón & Vilá (2019); BE IAS Sec. (2024)","Plants","HS8423"
"1030",2739071,"Trachycarpus fortunei (Hook.) H.Wendl.","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Trachycarpus","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Mayer et al. (2017)","Plants","HS8430"
"1031",2765272,"Tradescantia virginiana L.","Plantae","Tracheophyta","Liliopsida","Commelinales","Commelinaceae","Tradescantia","Mayer et al. (2017)","Plants","HS8439"
"1032",2012132,"Trialeurodes vaporariorum (Westwood, 1856)","Animalia","Arthropoda","Insecta","Hemiptera","Aleyrodidae","Trialeurodes","Clarke & McGeoch (2023)","TER Inverts","HS8455"
"1033",4990338,"Tribolium castaneum (Herbst, 1797)","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium","Clarke & McGeoch (2023)","TER Inverts","HS8457"
"1034",5878296,"Tribolium destructor Uyttenboogaart, 1934","Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Tribolium","Clarke & McGeoch (2023)","TER Inverts","HS8458"
"1035",4985072,"Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Candidae","Tricellaria","Carboneras et al. (2018); Clarke et al. (2019); Cottier‐Cook et al. (2024); Dobrzycka-Krahel & Medina-Villar (2023); Lieurance et al. (2023)","Marine","HS8460"
"1036",5358812,"Trifolium medium L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS8486"
"1037",2235058,"Triops cancriformis (Bosc, 1801)","Animalia","Arthropoda","Branchiopoda","Notostraca","Triopsidae","Triops","Peyton et al. (2019)","FW Inverts","HS8499"
"1038",3104179,"Tripleurospermum inodorum (L.) Sch.-Bip","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Tripleurospermum","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS8505"
"1039",2889934,"Tropaeolum majus L.","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Tropaeolaceae","Tropaeolum","Bayón & Vilá (2019); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS8528"
"1040",2687182,"Tsuga canadensis (L.) Carrière","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Tsuga","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8536"
"1041",2687210,"Tsuga heterophylla (Raf.) Sarg.","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Tsuga","BE IAS Sec. (2024)","Plants","HS8537"
"1042",5299536,"Tulipa sylvestris L.","Plantae","Tracheophyta","Liliopsida","Liliales","Liliaceae","Tulipa","BE IAS Sec. (2024)","Plants","HS8547"
"1043",5273309,"Ulva lactuca L.","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Leuven et al. (2016)","Plants","HS8576"
"1044",5203111,"Umbra pygmaea (DeKay, 1842)","Animalia","Chordata",NA,"Esociformes","Umbridae","Umbra","Cano-Barbacil et al. (2023); Carboneras et al. (2018); Monaco et al. (2020); Pergl et al. (2016); Radočaj et al. (2021); Roy et al. (2019a)","Verts","HS8580"
"1045",5422556,"Undaria pinnatifida (Harv.) Suringar","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","Carboneras et al. (2018); Cottier‐Cook et al. (2024); Dawson et al. (2022); Dobrzycka-Krahel & Medina-Villar (2023); Goldsmit et al. (2021); Karachle et al. (2017); Lieurance et al. (2023); Tsiamis et al. (2019); Verbrugge et al. (2015)","Marine","HS8582"
"1046",5088153,"Urophora quadrifasciata (Meigen, 1826)","Animalia","Arthropoda","Insecta","Diptera","Tephritidae","Urophora","Clarke & McGeoch (2023)","TER Inverts","HS8603"
"1047",2882849,"Vaccinium corymbosum L.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); D'hondt & Adriaens (2022); Lensink et al. (2015); Verbrugge et al. (2015)","Plants","HS8612"
"1048",2882841,"Vaccinium macrocarpon Aiton","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Adriaens et al. (2022); D'hondt & Adriaens (2022); Lensink et al. (2015)","Plants","HS8614"
"1049",1031724,"Valenzuela burmeisteri (Brauer, 1876)","Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Clarke & McGeoch (2023)","TER Inverts","HS8620"
"1050",2865524,"Vallisneria australis S.W.L.Jacobs & Les","Plantae","Tracheophyta","Liliopsida","Alismatales","Hydrocharitaceae","Vallisneria","EPPO (2024b)","Plants","HS8627"
"1051",2188249,"Varroa destructor Anderson & Trueman, 2000","Animalia","Arthropoda","Arachnida","Mesostigmata","Varroidae","Varroa","Carboneras et al. (2018)","Inverts","HS8639"
"1052",3171951,"Verbascum phoeniceum L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Verbascum","BE IAS Sec. (2024)","Plants","HS8646"
"1053",2925514,"Verbena bonariensis L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Verbena","BE IAS Sec. (2024); Carboneras et al. (2018); Mayer et al. (2017)","Plants","HS8647"
"1054",2925496,"Verbena rigida Spreng.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Verbena","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8650"
"1055",3172118,"Veronica longifolia L.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Veronica","BE IAS Sec. (2024); Weber et al. (2018)","Plants","HS8658"
"1056",7331926,"Veronica praecox All.","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Veronica","CABI (2024)","Plants","HS8660"
"1057",1311477,"Vespa velutina Lepeletier, 1836","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespa","Carboneras et al. (2018); Clarke & McGeoch (2023); Dawson et al. (2022); Lucy et al. (2020); Matthews et al. (2017); Peyton et al. (2019); Roy et al. (2023); Verbrugge et al. (2015)","TER Inverts","HS8670"
"1058",1311676,"Vespula rufa (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespula","Clarke & McGeoch (2023)","TER Inverts","HS8674"
"1059",1311671,"Vespula vulgaris (Linnaeus, 1758)","Animalia","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespula","Clarke & McGeoch (2023); Dawson et al. (2022)","TER Inverts","HS8675"
"1060",3856436,"Viburnum davidi Franch.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","Viburnum","Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS8680"
"1061",2888622,"Viburnum plicatum Thunb.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","Viburnum","Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017); Weber et al. (2018)","Plants","HS8685"
"1062",2888625,"Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Viburnaceae","Viburnum","Mayer et al. (2017)","Plants","HS8686"
"1063",2975287,"Vicia cracca L.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Vicia","Kendig et al. (2022); Lieurance et al. (2023)","Plants","HS8693"
"1064",3169708,"Vinca major L.","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Vinca","BE IAS Sec. (2024); Mayer et al. (2017)","Plants","HS8701"
"1065",3169707,"Vinca minor L.","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Vinca","Jones et al. (2024)","Plants","HS8703"
"1066",5372392,"Vitis vinifera L.","Plantae","Tracheophyta","Magnoliopsida","Vitales","Vitaceae","Vitis","BE IAS Sec. (2024)","Plants","HS8717"
"1067",2295355,"Vitrea contracta (Westerlund, 1871)","Animalia","Mollusca","Gastropoda","Stylommatophora","Pristilomatidae","Vitrea","CABI (2024)","Inverts","HS8720"
"1068",2134741,"Walckenaeria nudipalpis (Westring, 1851)","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Walckenaeria","CABI (2024)","Inverts","HS8736"
"1069",8155634,"Watersipora subatra (Ortmann, 1890)","Animalia","Bryozoa","Gymnolaemata","Cheilostomatida","Watersiporidae","Watersipora","Cano-Barbacil et al. (2023); Cottier‐Cook et al. (2024); Roy et al. (2023); van Riel et al. (2023); Verbrugge et al. (2015)","Marine","HS8744"
"1070",8011733,"Weigela floribunda (Siebold & Zucc.) C.A.Mey.","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Weigela","Mayer et al. (2017)","Plants","HS8748"
"1071",8149049,"Wisteria sinensis (Sims) DC.","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Wisteria","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Mayer et al. (2017); Weber et al. (2018)","Plants","HS8754"
"1072",3089150,"Xanthium spinosum L.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Xanthium","Roy et al. (2023); Steen et al. (2024)","Plants","HS8759"
"1073",3102871,"Xerochrysum bracteatum (Vent.) Tzvelev","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Xerochrysum","Bayón & Vilá (2019)","Plants","HS8771"
"1074",2285504,"Yoldia limatula (Say, 1831)","Animalia","Mollusca","Bivalvia","Nuculanida","Yoldiidae","Yoldia","van Riel et al. (2023)","Inverts","HS8809"
"1075",2775530,"Yucca flaccida Haw.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Yucca","Adriaens et al. (2022)","Plants","HS8814"
"1076",2775619,"Yucca gloriosa L.","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Yucca","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Mayer et al. (2017); Weber et al. (2018)","Plants","HS8817"
"1077",2868827,"Zantedeschia aethiopica (L.) Spreng.","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Zantedeschia","Adriaens et al. (2022); Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023); Carboneras et al. (2018); D'hondt & Adriaens (2022); Mayer et al. (2017); Steen et al. (2024)","Plants","HS8826"
"1078",5290052,"Zea mays L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Zea","Leuven et al. (2016)","Plants","HS8831"
"1079",4530214,"Zeiraphera griseana (Hübner, 1796-1799)","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Cano-Barbacil et al. (2023)","TER Inverts","HS8833"
"1080",2984532,"Zelkova serrata (Thunb.) Makino","Plantae","Tracheophyta","Magnoliopsida","Rosales","Ulmaceae","Zelkova","Bayón & Vilá (2019); BE IAS Sec. (2024); Cano-Barbacil et al. (2023)","Plants","HS8835"
"1081",1730978,"Zeuzera pyrina Linnaeus, 1761","Animalia","Arthropoda","Insecta","Lepidoptera","Cossidae","Zeuzera","Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS8838"
"1082",3111754,"Zinnia elegans Jacq.","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Zinnia","Bayón & Vilá (2019); Mayer et al. (2017)","Plants","HS8843"
"1083",2703231,"Zizania latifolia (Griseb.) Stapf","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Zizania","BE IAS Sec. (2024); Branquart et al. (2022); D'hondt & Adriaens (2022); EPPO (2024b); EPPO (2024c); Weber et al. (2018)","Plants","HS8845"
"1084",1829533,"Acrolepia assectella (Zeller, 1839)","Animalia","Arthropoda","Insecta","Lepidoptera","Glyphipterigidae","Acrolepia","Tshikhudo et al. (2023) [Preprint]","TER Inverts","HS168"
"1085",2307760,"Aporrectodea rosea (Savigny, 1826)","Animalia","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Aporrectodea","CABI (2024)","Inverts","HS368"
"1086",9508460,"Mareca sibilatrix (Poeppig, 1829)","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mareca","D'hondt & Adriaens (2022); Monaco et al. (2020)","Verts","HS545"
"1087",2703721,"Bromus madritensis L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Bromus","Roy et al. (2023)","Plants","HS599"
"1088",5365026,"Aphanes australis Rydb.","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Aphanes","CABI (2024)","Plants","HS699"
"1089",1341976,"Apis mellifera Linnaeus, 1758","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Apis","CABI (2024); Cano-Barbacil et al. (2023); Clarke & McGeoch (2023); Japan Government (20XX)","TER Inverts","HS730"
"1090",8241853,"Anisocampium niponicum (Mett.) Yea C.Liu, W.L.Chiou & M.Kato","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Athyriaceae","Anisocampium","Bayón & Vilá (2019)","Plants","HS974"
"1091",2705297,"Avena fatua L.","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Avena","CABI (2024)","Plants","HS1018"
